FID,MC,CODE11,CODE01,STATE,DISTRICT,SUBDIST,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y
1483,9.11023301451E+017,1023301451000000,1031000600000000,Bihar,Kaimur (Bhabua),Chand,83.324302716,25.005315781,83.503204346,25.206760406
1484,9.1102330145E+017,1023301450000000,1031000500000000,Bihar,Kaimur (Bhabua),Durgawati,83.394134521,25.164052963,83.583778381,25.312643051
1485,9.11023301448E+017,1023301448000000,1031000300000000,Bihar,Kaimur (Bhabua),Kudra,83.711334228,24.987680435,83.830795288,25.262113571
1486,9.11023301449E+017,1023301449000000,1031000400000000,Bihar,Kaimur (Bhabua),Mohania,83.543746948,25.105888367,83.792449951,25.290206909
1487,9.11023301447E+017,1023301447000000,1031000200000000,Bihar,Kaimur (Bhabua),Nuaon,83.674034119,25.228261251,83.878638752,25.405605316
1488,9.11023301446E+017,1023301446000000,1031000100000000,Bihar,Kaimur (Bhabua),Ramgarh,83.555854797,25.233488083,83.794113159,25.366016388
1489,9.11023301454E+017,1023301454000000,1031000900000000,Bihar,Kaimur (Bhabua),Rampur,83.632125854,24.776762009,83.821159112,25.001485825
1490,9.11021201157E+017,1021201157000000,1010001600000000,Bihar,Katihar,Amdabad,87.680679525,25.186484604,87.862213372,25.423781201
1491,9.11021201148E+017,1021201148000000,1010000700000000,Bihar,Katihar,Azamnagar,87.737388428,25.431099968,87.953803731,25.645596224
1492,9.11021201146E+017,1021201146000000,1010000500000000,Bihar,Katihar,Balrampur,87.795753623,25.662621305,88.023468142,25.877989382
1493,9.11021201153E+017,1021201153000000,1010001200000000,Bihar,Katihar,Barari,87.32263941,25.355984122,87.563186588,25.540619969
1494,9.11021201147E+017,1021201147000000,1010000600000000,Bihar,Katihar,Barsoi,87.85197478,25.477387307,88.078542859,25.752322476
1495,9.1102120115E+017,1021201150000000,1010000900000000,Bihar,Katihar,Dandkhora,87.599449173,25.531151589,87.731345819,25.646379017
1496,9.11021201142E+017,1021201142000000,1010000100000000,Bihar,Katihar,Falka,87.243622059,25.524977583,87.404121414,25.713410822
1497,9.11021201144E+017,1021201144000000,1010000300000000,Bihar,Katihar,Hasanganj,87.543869113,25.597059984,87.667114095,25.6881857
1498,9.11021201145E+017,1021201145000000,1010000400000000,Bihar,Katihar,Kadwa,87.642700241,25.552439431,87.90572356,25.763880383
1499,9.11021201151E+017,1021201151000000,1010001000000000,Bihar,Katihar,Katihar,87.522620966,25.472079762,87.643752886,25.619103562
1500,9.11021201143E+017,1021201143000000,1010000200000000,Bihar,Katihar,Korha,87.332755821,25.515933131,87.57526406,25.683276892
1501,9.11021201155E+017,1021201155000000,1010001400000000,Bihar,Katihar,Kursela,87.205139255,25.370716521,87.372489814,25.493563626
1502,9.11021201156E+017,1021201156000000,1010001500000000,Bihar,Katihar,Manihari,87.491638412,25.304274622,87.7370452,25.457030223
1503,9.11021201152E+017,1021201152000000,1010001100000000,Bihar,Katihar,Mansahi,87.53908513,25.401259728,87.672317821,25.509114296
1504,9.11021201149E+017,1021201149000000,1010000800000000,Bihar,Katihar,Pranpur,87.624252529,25.402119922,87.792801142,25.564476673
1505,9.11021201154E+017,1021201154000000,1010001300000000,Bihar,Katihar,Sameli,87.208755529,25.461588741,87.352752767,25.587470294
1506,9.11022301322E+017,1022301322000000,1021000100000000,Bihar,Khagaria,Alauli,86.280952387,25.541956539,86.509849404,25.725543009
1507,9.11022301326E+017,1022301326000000,1021000500000000,Bihar,Khagaria,Beldaur,86.667938207,25.468488579,86.854278708,25.660716431
1508,9.11022301325E+017,1022301325000000,1021000400000000,Bihar,Khagaria,Chautham,86.578933818,25.483264569,86.732193134,25.637679099
1509,9.11022301327E+017,1022301327000000,1021000600000000,Bihar,Khagaria,Gogri,86.581474415,25.347793036,86.828758187,25.512852795
1510,9.11022301323E+017,1022301323000000,1021000200000000,Bihar,Khagaria,Khagaria,86.284027,25.420609953,86.556663375,25.614723147
1511,9.11022301324E+017,1022301324000000,1021000300000000,Bihar,Khagaria,Mansi,86.518859958,25.478371907,86.618225005,25.608761634
1512,9.11022301328E+017,1022301328000000,1021000700000000,Bihar,Khagaria,Parbatta,86.634902954,25.250653185,86.860114929,25.423206026
1513,9.11021001125E+017,1021001125000000,1008000500000000,Bihar,Kishanganj,Bahadurganj,87.665275657,26.191027765,87.962951486,26.346269089
1514,9.11021001122E+017,1021001122000000,1008000200000000,Bihar,Kishanganj,Dighalbank,87.731422555,26.296964,87.959663495,26.482032024
1515,9.11021001127E+017,1021001127000000,1008000700000000,Bihar,Kishanganj,Kishanganj,87.8109281,25.927822148,88.072082211,26.230450602
1516,9.11021001126E+017,1021001126000000,1008000600000000,Bihar,Kishanganj,Kochadhamin,87.677627642,26.094765371,87.958686826,26.240953891
1517,9.11021001124E+017,1021001124000000,1008000400000000,Bihar,Kishanganj,Pothia,88.001174873,26.17202032,88.29831081,26.445440372
1518,9.11021001121E+017,1021001121000000,1008000100000000,Bihar,Kishanganj,Terhagachh,87.605712802,26.239795775,87.787040971,26.431924206
1519,9.11021001123E+017,1021001123000000,1008000300000000,Bihar,Kishanganj,Thakurganj,87.932182157,26.223454537,88.240005232,26.553333014
1520,9.11022701365E+017,1022701365000000,1025000100000000,Bihar,Lakhisarai,Barahiya,85.901801993,25.18538475,86.125228914,25.337297366
1521,9.11022701369E+017,1022701369000000, ,Bihar,Lakhisarai,Chanan*,86.103424137,24.98682785,86.287185817,25.177114197
1522,9.11022701371E+017,1022701371000000,1025000600000000,Bihar,Lakhisarai,Halsi,85.971916196,24.964998245,86.144989014,25.094527805
1523,9.11022701368E+017,1022701368000000,1025000400000000,Bihar,Lakhisarai,Lakhisarai,85.955734407,25.093849419,86.143943691,25.237055207
1524,9.11022701366E+017,1022701366000000,1025000200000000,Bihar,Lakhisarai,Pipariya,86.073318602,25.164620894,86.211875973,25.30840846
1525,9.1102270137E+017,1022701370000000,1025000500000000,Bihar,Lakhisarai,Ramgarh Chowk,85.95022636,25.030638798,86.166088137,25.148573801
1526,9.11022701367E+017,1022701367000000,1025000300000000,Bihar,Lakhisarai,Surajgarha,86.111358726,25.073753357,86.372917172,25.294003136
1527,9.11021301169E+017,1021301169000000,1011001200000000,Bihar,Madhepura,Alamnagar,86.811538847,25.44052029,86.967170859,25.637960113
1528,9.11021301166E+017,1021301166000000,1011000900000000,Bihar,Madhepura,Bihariganj,86.920234827,25.66206851,87.052383318,25.81272422
1529,9.1102130117E+017,1021301170000000,1011001300000000,Bihar,Madhepura,Chausa,86.906463713,25.458729456,87.102546699,25.578585777
1530,9.11021301158E+017,1021301158000000,1011000100000000,Bihar,Madhepura,Gamharia,86.670707715,25.97220917,86.786407442,26.1164335
1531,9.1102130116E+017,1021301160000000,1011000300000000,Bihar,Madhepura,Ghailarh,86.60887897,25.898220792,86.750556809,26.024977745
1532,9.11021301165E+017,1021301165000000,1011000800000000,Bihar,Madhepura,Gwalpara,86.844886782,25.675333806,86.95245371,25.833567528
1533,9.11021301167E+017,1021301167000000,1011001000000000,Bihar,Madhepura,Kishanganj,86.804672329,25.614457005,87.045005738,25.723460271
1534,9.11021301163E+017,1021301163000000,1011000600000000,Bihar,Madhepura,Kumarkhand,86.880157363,25.902437451,87.123008623,26.083275679
1535,9.11021301161E+017,1021301161000000,1011000400000000,Bihar,Madhepura,Madhepura,86.688033944,25.855282184,86.905220106,25.991760012
1536,9.11021301164E+017,1021301164000000,1011000700000000,Bihar,Madhepura,Murliganj,86.83847809,25.795775294,87.041236839,25.949869749
1537,9.11021301168E+017,1021301168000000,1011001100000000,Bihar,Madhepura,Puraini,86.924941888,25.533533265,87.062011608,25.641271825
1538,9.11021301162E+017,1021301162000000,1011000500000000,Bihar,Madhepura,Shankarpur,86.796455233,25.971131878,86.930000439,26.103045347
1539,9.11021301159E+017,1021301159000000,1011000200000000,Bihar,Madhepura,Singheshwar,86.724838372,25.924648985,86.841071972,26.108245988
1540,9.11020701096E+017,1020701096000000,1005001700000000,Bihar,Madhubani,Andhratharhi,86.216697626,26.285586325,86.389800864,26.422010282
1541,9.11020701088E+017,1020701088000000,1005000900000000,Bihar,Madhubani,Babubarhi,86.190307655,26.396625654,86.405960165,26.542056223
1542,9.11020701082E+017,1020701082000000,1005000300000000,Bihar,Madhubani,Basopatti,85.962989681,26.485176904,86.102668666,26.66302398
1543,9.11020701091E+017,1020701091000000,1005001200000000,Bihar,Madhubani,Benipatti,85.752754128,26.37332822,86.057556231,26.51299431
1544,9.11020701092E+017,1020701092000000,1005001300000000,Bihar,Madhubani,Bisfi,85.81272131,26.273549632,85.989387376,26.425229016
1545,9.11020701098E+017,1020701098000000,1005001900000000,Bihar,Madhubani,Ghoghardiha,86.370597819,26.213097308,86.560608039,26.370335709
1546,9.11020701081E+017,1020701081000000,1005000200000000,Bihar,Madhubani,Harlakhi,85.864738577,26.502734836,86.038978666,26.655915465
1547,9.11020701083E+017,1020701083000000,1005000400000000,Bihar,Madhubani,Jainagar,86.055389317,26.515459911,86.207725515,26.6391422
1548,9.11020701097E+017,1020701097000000,1005001800000000,Bihar,Madhubani,Jhanjharpur,86.171928367,26.223365517,86.381210379,26.355244624
1549,9.1102070109E+017,1020701090000000,1005001100000000,Bihar,Madhubani,Kaluahi,86.019088793,26.416089777,86.130096477,26.531111599
1550,9.11020701089E+017,1020701089000000,1005001000000000,Bihar,Madhubani,Khajauli,86.069488383,26.426092987,86.242423895,26.544521362
1551,9.11020701084E+017,1020701084000000,1005000500000000,Bihar,Madhubani,Ladania,86.199249122,26.482817847,86.397628895,26.616194719
1552,9.11020701099E+017,1020701099000000,1005002000000000,Bihar,Madhubani,Lakhnaur,86.238838071,26.162100886,86.398574864,26.286641038
1553,9.11020701085E+017,1020701085000000,1005000600000000,Bihar,Madhubani,Laukaha,86.37017817,26.411387701,86.554145701,26.589332595
1554,9.11020701086E+017,1020701086000000,1005000700000000,Bihar,Madhubani,Laukahi,86.51250469,26.320621084,86.724937546,26.517302066
1555,9.110207011E+017,1020701100000000,1005002100000000,Bihar,Madhubani,Madhepur,86.316139283,26.040578441,86.528625425,26.266560884
1556,9.11020701093E+017,1020701093000000,1005001400000000,Bihar,Madhubani,Madhubani,85.950828451,26.235704993,86.081329289,26.429922404
1557,9.1102070108E+017,1020701080000000,1005000100000000,Bihar,Madhubani,Madhwapur,85.760650565,26.453804148,85.89813238,26.609487664
1558,9.11020701094E+017,1020701094000000,1005001500000000,Bihar,Madhubani,Pandaul,86.021491877,26.191803955,86.216552817,26.33556407
1559,9.11020701087E+017,1020701087000000,1005000800000000,Bihar,Madhubani,Phulparas,86.343681189,26.313243636,86.538261551,26.460788637
1560,9.11020701095E+017,1020701095000000,1005001600000000,Bihar,Madhubani,Rajnagar,86.063362176,26.316907642,86.235786352,26.452563106
1561,9.11022601361E+017,1022601361000000,1024000600000000,Bihar,Munger,Asarganj,86.6120224,25.130472183,86.735480898,25.21487236
1562,9.11022601357E+017,1022601357000000,1024000200000000,Bihar,Munger,Bariarpur,86.519264221,25.193193436,86.731315685,25.42110212
1563,9.11022601359E+017,1022601359000000,1024000400000000,Bihar,Munger,Dharhara,86.335283981,25.113786697,86.554634094,25.331409454
1564,9.11022601358E+017,1022601358000000,1024000300000000,Bihar,Munger,Jamalpur,86.399673462,25.277067184,86.566955566,25.367843628
1565,9.1102260136E+017,1022601360000000,1024000500000000,Bihar,Munger,Kharagpur,86.383880615,24.981895447,86.627410889,25.276582718
1566,9.11022601356E+017,1022601356000000,1024000100000000,Bihar,Munger,Munger,86.298805198,25.286133323,86.605155945,25.496249371
1567,9.11022601364E+017,1022601364000000,1024000900000000,Bihar,Munger,Sangrampur,86.51940918,24.942502975,86.668296814,25.057226181
1568,9.11022601362E+017,1022601362000000,1024000700000000,Bihar,Munger,Tarapur,86.594978333,25.047883987,86.696456909,25.151977539
1569,9.11022601363E+017,1022601363000000,1024000800000000,Bihar,Munger,Tetiha Bambor,86.500930786,24.989131927,86.617233276,25.104553223
1570,9.11021601207E+017,1021601207000000,1014000900000000,Bihar,Muzaffarpur,Aurai,85.440337993,26.232312611,85.635627868,26.390067391
1571,9.1102160121E+017,1021601210000000,1014001200000000,Bihar,Muzaffarpur,Bandra,85.531196648,25.997523939,85.711502005,26.092500921
1572,9.110216012E+017,1021601200000000,1014000200000000,Bihar,Muzaffarpur,Baruraj (Motipur),85.017501947,26.150986571,85.242904644,26.338824735
1573,9.11021601206E+017,1021601206000000,1014000800000000,Bihar,Muzaffarpur,Bochaha,85.397033786,26.055255753,85.562583991,26.263467023
1574,9.11021601211E+017,1021601211000000,1014001300000000,Bihar,Muzaffarpur,Dholi (Moraul),85.47405996,25.958469251,85.631713825,26.072635637
1575,9.11021601209E+017,1021601209000000,1014001100000000,Bihar,Muzaffarpur,Gaighat,85.536316036,26.064266197,85.75439457,26.210592915
1576,9.11021601204E+017,1021601204000000,1014000600000000,Bihar,Muzaffarpur,Kanti,85.167625571,26.124176633,85.389648407,26.230909008
1577,9.11021601208E+017,1021601208000000,1014001000000000,Bihar,Muzaffarpur,Katra,85.500701803,26.157960326,85.727119482,26.319041573
1578,9.11021601213E+017,1021601213000000,1014001500000000,Bihar,Muzaffarpur,Kurhani,85.261772128,25.923944514,85.488403392,26.102374285
1579,9.11021601203E+017,1021601203000000,1014000500000000,Bihar,Muzaffarpur,Marwan,85.171981734,26.045338891,85.356742949,26.166331207
1580,9.11021601205E+017,1021601205000000,1014000700000000,Bihar,Muzaffarpur,Minapur,85.222320614,26.203056831,85.454856955,26.366562963
1581,9.11021601212E+017,1021601212000000,1014001400000000,Bihar,Muzaffarpur,Musahri,85.312339783,26.036847119,85.515274156,26.207034876
1582,9.11021601201E+017,1021601201000000,1014000300000000,Bihar,Muzaffarpur,Paroo,84.914917148,25.989820788,85.154098356,26.215490133
1583,9.11021601199E+017,1021601199000000,1014000100000000,Bihar,Muzaffarpur,Sahebganj,84.876609724,26.162354548,85.045021104,26.328380495
1584,9.11021601214E+017,1021601214000000,1014001600000000,Bihar,Muzaffarpur,Sakra,85.426857007,25.89780272,85.637489234,26.022931353
1585,9.11021601202E+017,1021601202000000,1014000400000000,Bihar,Muzaffarpur,Saraiya,84.999992459,25.965219754,85.291480966,26.160834629
1586,9.11022901385E+017,1022901385000000,1027000800000000,Bihar,Nalanda,Asthawan,85.571968057,25.121082306,85.729682922,25.287705074
1587,9.11022901393E+017,1022901393000000,1027001600000000,Bihar,Nalanda,Ben,85.33183285,25.077656831,85.428718703,25.21284616
1588,9.11022901386E+017,1022901386000000,1027000900000000,Bihar,Nalanda,Bihar,85.460624595,25.0940791,85.649711742,25.241492962
1589,9.11022901383E+017,1022901383000000,1027000600000000,Bihar,Nalanda,Bind,85.625015341,25.247895597,85.730239842,25.361494875
1590,9.11022901381E+017,1022901381000000,1027000400000000,Bihar,Nalanda,Chandi,85.359504615,25.289048191,85.530464087,25.402573294
1591,9.11022901391E+017,1022901391000000,1027001400000000,Bihar,Nalanda,Ekangarsarai,85.162101785,25.166114382,85.328048545,25.2887779
1592,9.11022901396E+017,1022901396000000,1027001900000000,Bihar,Nalanda,Giriak,85.471023425,24.983565872,85.611496015,25.118448816
1593,9.1102290138E+017,1022901380000000,1027000300000000,Bihar,Nalanda,Harnaut,85.398140028,25.300466087,85.650733909,25.4577689
1594,9.1102290139E+017,1022901390000000,1027001300000000,Bihar,Nalanda,Hilsa,85.181388938,25.235825962,85.363166759,25.363124968
1595,9.11022901392E+017,1022901392000000,1027001500000000,Bihar,Nalanda,Islampur,85.163307128,25.003729974,85.360076919,25.186331726
1596,9.11022901378E+017,1022901378000000,1027000100000000,Bihar,Nalanda,Karai Parsurai,85.18285365,25.327590044,85.311035221,25.412465007
1597,9.11022901397E+017,1022901397000000,1027002000000000,Bihar,Nalanda,Katrisarai,85.565040716,25.027558427,85.662849382,25.112896923
1598,9.11022901379E+017,1022901379000000,1027000200000000,Bihar,Nalanda,Nagar Nausa,85.288147068,25.321624567,85.42295061,25.430013121
1599,9.11022901387E+017,1022901387000000,1027001000000000,Bihar,Nalanda,Noorsarai,85.394027729,25.146783904,85.518623389,25.315263275
1600,9.11022901389E+017,1022901389000000,1027001200000000,Bihar,Nalanda,Parbalpur,85.294090199,25.166229127,85.402359135,25.26215766
1601,9.11022901382E+017,1022901382000000,1027000500000000,Bihar,Nalanda,Rahui,85.502945064,25.220324615,85.65784451,25.337768917
1602,9.11022901394E+017,1022901394000000,1027001700000000,Bihar,Nalanda,Rajgir,85.280235234,24.957499674,85.486000197,25.105312945
1603,9.11022901384E+017,1022901384000000,1027000700000000,Bihar,Nalanda,Sarmera,85.709487964,25.214319229,85.925590329,25.344265933
1604,9.11022901395E+017,1022901395000000,1027001800000000,Bihar,Nalanda,Silao,85.404929999,25.01514575,85.533577099,25.16634603
1605,9.11022901388E+017,1022901388000000,1027001100000000,Bihar,Nalanda,Tharthari,85.322501981,25.22994782,85.442970149,25.350314467
1606,9.11023701519E+017,1023701519000000,1036000900000000,Bihar,Nawada,Akbarpur,85.469703682,24.701144615,85.62137595,24.872885839
1607,9.11023701518E+017,1023701518000000,1036000800000000,Bihar,Nawada,Gobindpur,85.590644681,24.675609603,85.739791913,24.814042184
1608,9.1102370152E+017,1023701520000000,1036001000000000,Bihar,Nawada,Hisua,85.298721332,24.788192497,85.497047582,24.902499191
1609,9.11023701514E+017,1023701514000000,1036000400000000,Bihar,Nawada,Kashi Chak,85.640968288,25.002918045,85.777076721,25.10760021
1610,9.11023701516E+017,1023701516000000,1036000600000000,Bihar,Nawada,Kawakol,85.761070269,24.728911924,86.057539997,24.930988312
1611,9.11023701522E+017,1023701522000000,1036001200000000,Bihar,Nawada,Meskaur,85.273216199,24.705305937,85.429031238,24.834231502
1612,9.11023701511E+017,1023701511000000,1036000100000000,Bihar,Nawada,Nardiganj,85.378806942,24.876945107,85.510742247,25.006472314
1613,9.11023701521E+017,1023701521000000,1036001100000000,Bihar,Nawada,Narhat,85.390571519,24.729668452,85.497810423,24.848204668
1614,9.11023701512E+017,1023701512000000,1036000200000000,Bihar,Nawada,Nawada,85.466560473,24.853264743,85.635818427,25.014013574
1615,9.11023701515E+017,1023701515000000,1036000500000000,Bihar,Nawada,Pakribarawan,85.678634513,24.869525037,85.864067078,25.027584097
1616,9.11023701524E+017,1023701524000000,1036001400000000,Bihar,Nawada,Rajauli,85.381179929,24.521821976,85.680442759,24.750542913
1617,9.11023701517E+017,1023701517000000,1036000700000000,Bihar,Nawada,Roh,85.590331888,24.797461163,85.785385165,24.928787751
1618,9.11023701523E+017,1023701523000000,1036001300000000,Bihar,Nawada,Sirdala,85.298927253,24.548207891,85.48870077,24.763667248
1619,9.11023701513E+017,1023701513000000,1036000300000000,Bihar,Nawada,Warisaliganj,85.547371025,24.890845142,85.715171881,25.109746933
1620,9.11020301019E+017,1020301019000000,1001000700000000,Bihar,Pashchim Champaran,Bagaha,84.035636878,26.92869698,84.335502573,27.177376793
1621,9.11020301029E+017,1020301029000000,1001001700000000,Bihar,Pashchim Champaran,Bairia,84.309288799,26.641442297,84.514061013,26.846266895
1622,9.11020301028E+017,1020301028000000,1001001600000000,Bihar,Pashchim Champaran,Bettiah,84.474601703,26.742207266,84.622482317,26.824957762
1623,9.11020301022E+017,1020301022000000,1001001000000000,Bihar,Pashchim Champaran,Bhitaha,84.094215406,26.828366996,84.272743179,26.980856931
1624,9.11020301025E+017,1020301025000000,1001001300000000,Bihar,Pashchim Champaran,Chanpatia,84.427436835,26.805880331,84.630165118,26.969227692
1625,9.11020301015E+017,1020301015000000,1001000300000000,Bihar,Pashchim Champaran,Gaunaha,84.329017562,27.155160888,84.652603143,27.372546176
1626,9.11020301024E+017,1020301024000000,1001001200000000,Bihar,Pashchim Champaran,Jogapatti,84.230087243,26.814179152,84.447822637,26.976845462
1627,9.11020301018E+017,1020301018000000,1001000600000000,Bihar,Pashchim Champaran,Lauriya,84.300239587,26.923704713,84.578750645,27.066177558
1628,9.11020301021E+017,1020301021000000,1001000900000000,Bihar,Pashchim Champaran,Madhubani,84.034561116,26.870908472,84.206039461,27.045012461
1629,9.11020301016E+017,1020301016000000,1001000400000000,Bihar,Pashchim Champaran,Mainatanr,84.554702778,27.02261666,84.691451902,27.292736382
1630,9.11020301027E+017,1020301027000000,1001001500000000,Bihar,Pashchim Champaran,Majhaulia,84.55758663,26.675609289,84.745697161,26.904157435
1631,9.11020301017E+017,1020301017000000,1001000500000000,Bihar,Pashchim Champaran,Narkatiaganj,84.334869445,26.994241499,84.586326644,27.192567689
1632,9.1102030103E+017,1020301030000000,1001001800000000,Bihar,Pashchim Champaran,Nautan,84.410034174,26.579577249,84.605926532,26.785002141
1633,9.1102030102E+017,1020301020000000,1001000800000000,Bihar,Pashchim Champaran,Piprasi,83.948265124,26.966068477,84.126533573,27.18265051
1634,9.11020301014E+017,1020301014000000,1001000200000000,Bihar,Pashchim Champaran,Ramnagar,84.032493667,27.056585227,84.397941566,27.517746073
1635,9.11020301013E+017,1020301013000000,1001000100000000,Bihar,Pashchim Champaran,Sidhaw,83.834930399,27.105321006,84.239578175,27.445333745
1636,9.11020301026E+017,1020301026000000,1001001400000000,Bihar,Pashchim Champaran,Sikta,84.562515345,26.870182918,84.76322951,27.045490692
1637,9.11020301023E+017,1020301023000000,1001001100000000,Bihar,Pashchim Champaran,Thakrahan,84.205284075,26.723274025,84.365448047,26.910142375
1638,9.11023001415E+017,1023001415000000,1028001800000000,Bihar,Patna,Athmalgola,85.542366116,25.409727887,85.65847789,25.489788435
1639,9.11023001414E+017,1023001414000000,1028001700000000,Bihar,Patna,Bakhtiarpur,85.39116658,25.378653433,85.635116523,25.543437124
1640,9.11023001417E+017,1023001417000000,1028002000000000,Bihar,Patna,Barh,85.634925755,25.368752472,85.761619488,25.52232636
1641,9.11023001416E+017,1023001416000000,1028001900000000,Bihar,Patna,Belchhi,85.610252364,25.310754805,85.753547608,25.423483097
1642,9.11023001403E+017,1023001403000000,1028000600000000,Bihar,Patna,Bihta,84.756645059,25.477650441,85.006179948,25.632349631
1643,9.11023001405E+017,1023001405000000,1028000800000000,Bihar,Patna,Bikram,84.756042628,25.391574637,84.930877585,25.50246019
1644,9.11023001412E+017,1023001412000000,1028001500000000,Bihar,Patna,Daniawan,85.223419141,25.38811613,85.34676351,25.481411962
1645,9.11023001409E+017,1023001409000000,1028001200000000,Bihar,Patna,Dhanarua,85.04000093,25.269322624,85.226280226,25.450213559
1646,9.11023001399E+017,1023001399000000,1028000200000000,Bihar,Patna,Dinapur-Cum-Khagaul,84.977546623,25.560890669,85.109893751,25.72308344
1647,9.11023001406E+017,1023001406000000,1028000900000000,Bihar,Patna,Dulhin Bazar,84.746253849,25.325254556,84.936561673,25.415017187
1648,9.11023001411E+017,1023001411000000,1028001400000000,Bihar,Patna,Fatwah,85.178039545,25.396941266,85.343773043,25.544863763
1649,9.11023001419E+017,1023001419000000,1028002200000000,Bihar,Patna,Ghoswari,85.799118056,25.276773875,85.944869862,25.401116805
1650,9.11023001413E+017,1023001413000000,1028001600000000,Bihar,Patna,Khusrupur,85.323150659,25.397010009,85.407272469,25.508663347
1651,9.11023001398E+017,1023001398000000,1028000100000000,Bihar,Patna,Maner,84.823005694,25.588265308,85.002006479,25.717691366
1652,9.11023001408E+017,1023001408000000,1028001100000000,Bihar,Patna,Masaurhi,84.906539873,25.263460916,85.081672609,25.433464854
1653,9.1102300142E+017,1023001420000000,1028002300000000,Bihar,Patna,Mokameh,85.816429047,25.289607395,86.067413225,25.509431236
1654,9.11023001404E+017,1023001404000000,1028000700000000,Bihar,Patna,Naubatpur,84.872421306,25.378645341,85.037513611,25.563225824
1655,9.11023001407E+017,1023001407000000,1028001000000000,Bihar,Patna,Paliganj,84.686302292,25.198288398,84.924232408,25.379982885
1656,9.11023001418E+017,1023001418000000,1028002100000000,Bihar,Patna,Pandarak,85.722030589,25.305933526,85.853813279,25.546239602
1657,9.110230014E+017,1023001400000000,1028000300000000,Bihar,Patna,Patna Rural,85.058204496,25.497655258,85.275917137,25.658495895
1658,9.11023001402E+017,1023001402000000,1028000500000000,Bihar,Patna,Phulwari,84.971473662,25.495855273,85.14066329,25.583678406
1659,9.1102300141E+017,1023001410000000,1028001300000000,Bihar,Patna,Punpun,85.010864185,25.412860228,85.207100047,25.503583237
1660,9.11023001401E+017,1023001401000000,1028000400000000,Bihar,Patna,Sampatchak,85.114379988,25.474326053,85.204994287,25.580827666
1661,9.11020401032E+017,1020401032000000,1002000200000000,Bihar,Purba Champaran,Adapur,84.859100405,26.81583465,85.010322689,26.978530834
1662,9.11020401045E+017,1020401045000000,1002001500000000,Bihar,Purba Champaran,Areraj,84.487243643,26.433798088,84.704467767,26.598935768
1663,9.11020401035E+017,1020401035000000,1002000500000000,Bihar,Purba Champaran,Banjaria,84.792594803,26.61339722,84.946105956,26.839388787
1664,9.11020401037E+017,1020401037000000,1002000700000000,Bihar,Purba Champaran,Bankatwa,85.002624529,26.731033986,85.151786917,26.868139648
1665,9.11020401051E+017,1020401051000000,1002002100000000,Bihar,Purba Champaran,Chakia(Pipra),84.895065295,26.380074195,85.102081398,26.548672049
1666,9.1102040104E+017,1020401040000000,1002001000000000,Bihar,Purba Champaran,Chiraia,84.977119291,26.590325271,85.178253282,26.755394677
1667,9.11020401039E+017,1020401039000000,1002000900000000,Bihar,Purba Champaran,Dhaka,85.112053027,26.603278308,85.269889692,26.772442828
1668,9.11020401038E+017,1020401038000000,1002000800000000,Bihar,Purba Champaran,Ghorasahan,85.05393205,26.740367909,85.19655605,26.867018532
1669,9.11020401043E+017,1020401043000000,1002001300000000,Bihar,Purba Champaran,Harsidhi,84.620834188,26.50487303,84.813217275,26.699050589
1670,9.11020401048E+017,1020401048000000,1002001800000000,Bihar,Purba Champaran,Kalyanpur,84.831482071,26.313845115,85.093002424,26.489894956
1671,9.11020401047E+017,1020401047000000,1002001700000000,Bihar,Purba Champaran,Kesaria,84.747924724,26.251652888,84.92565147,26.448749724
1672,9.11020401049E+017,1020401049000000,1002001900000000,Bihar,Purba Champaran,Kotwa,84.756194946,26.428356381,84.926757923,26.565200102
1673,9.11020401055E+017,1020401055000000,1002002500000000,Bihar,Purba Champaran,Madhuban,85.047012202,26.375035954,85.228614805,26.499383337
1674,9.11020401057E+017,1020401057000000,1002002700000000,Bihar,Purba Champaran,Mehsi,85.045333998,26.281568841,85.275611785,26.397124026
1675,9.11020401041E+017,1020401041000000,1002001100000000,Bihar,Purba Champaran,Motihari,84.8807145,26.520273672,85.062278855,26.795281352
1676,9.11020401036E+017,1020401036000000,1002000600000000,Bihar,Purba Champaran,Narkatia,84.880546467,26.752244333,85.060020545,26.916392285
1677,9.11020401044E+017,1020401044000000,1002001400000000,Bihar,Purba Champaran,Paharpur,84.511772088,26.551184502,84.710846089,26.697417657
1678,9.11020401052E+017,1020401052000000,1002002200000000,Bihar,Purba Champaran,Pakri Dayal,85.02153763,26.470957937,85.151695356,26.615613318
1679,9.11020401053E+017,1020401053000000,1002002300000000,Bihar,Purba Champaran,Patahi,85.112480121,26.501932983,85.278434667,26.642996872
1680,9.11020401054E+017,1020401054000000,1002002400000000,Bihar,Purba Champaran,Phenhara,85.140121597,26.45486376,85.226936215,26.55146326
1681,9.1102040105E+017,1020401050000000,1002002000000000,Bihar,Purba Champaran,Piprakothi,84.863983055,26.518712307,85.037429756,26.598341917
1682,9.11020401033E+017,1020401033000000,1002000300000000,Bihar,Purba Champaran,Ramgarhwa,84.684341297,26.789851459,84.872077971,26.938887426
1683,9.11020401031E+017,1020401031000000,1002000100000000,Bihar,Purba Champaran,Raxaul,84.681182804,26.888973111,84.887519741,27.017302926
