FID,MC,CODE11,CODE01,STATE,DISTRICT,SUBDIST,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y
2668,9.12956405491E+017,2956405491000000,2911000300000000,Karnataka,Haveri,Hangal,75.017654861,14.574158139,75.337829655,14.904661592
2669,9.12956405492E+017,2956405492000000,2911000400000000,Karnataka,Haveri,Haveri,75.278053555,14.704660266,75.739036796,14.994596453
2670,9.12956405494E+017,2956405494000000,2911000600000000,Karnataka,Haveri,Hirekerur,75.222206511,14.275469867,75.637725928,14.607657854
2671,9.12956405495E+017,2956405495000000,2911000700000000,Karnataka,Haveri,Ranibennur,75.485214501,14.403531268,75.820167844,14.80265291
2672,9.1295640549E+017,2956405490000000,2911000200000000,Karnataka,Haveri,Savanur,75.270614771,14.857521051,75.570510964,15.081050104
2673,9.12956405489E+017,2956405489000000,2911000100000000,Karnataka,Haveri,Shiggaon,75.06954995,14.866382738,75.352196053,15.159564938
2674,9.12957605566E+017,2957605566000000,2925000100000000,Karnataka,Kodagu,Madikeri,75.367676171,12.096178104,75.841162779,12.612084026
2675,9.12957605567E+017,2957605567000000,2925000200000000,Karnataka,Kodagu,Somvarpet,75.642891223,12.293988613,76.020798204,12.83358355
2676,9.12957605568E+017,2957605568000000,2925000300000000,Karnataka,Kodagu,Virajpet,75.660213237,11.930103318,76.189285479,12.385604543
2677,9.12958105593E+017,2958105593000000,2919001000000000,Karnataka,Kolar,Bangarapet,78.087432657,12.7637552161,78.473035381,13.081893222
2678,9.12958105591E+017,2958105591000000,2919000800000000,Karnataka,Kolar,Kolar,77.936607137,13.031080954,78.28838355,13.310345875
2679,9.12958105592E+017,2958105592000000,2919000900000000,Karnataka,Kolar,Malur,77.841453488,12.805097801,78.138519426,13.11663713
2680,9.12958105594E+017,2958105594000000,2919001100000000,Karnataka,Kolar,Mulbagal,78.242454367,13.017735081,78.588799203,13.3300463633
2681,9.1295810559E+017,2958105590000000,2919000700000000,Karnataka,Kolar,Srinivaspur,78.095543041,13.212537577,78.4082681442,13.5974274865
2682,9.12956005466E+017,2956005466000000,2907000300000000,Karnataka,Koppal,Gangawati,76.305982485,15.331656623,76.813987823,15.715302451
2683,9.12956005467E+017,2956005467000000,2907000400000000,Karnataka,Koppal,Koppal,75.887382709,15.137099243,76.425058946,15.613708321
2684,9.12956005465E+017,2956005465000000,2907000200000000,Karnataka,Koppal,Kushtagi,75.771042326,15.624679555,76.485777358,16.010959842
2685,9.12956005464E+017,2956005464000000,2907000100000000,Karnataka,Koppal,Yelbarga,75.810249542,15.305961909,76.337700823,15.749735809
2686,9.12957305546E+017,2957305546000000,2922000100000000,Karnataka,Mandya,Krishnarajpet,76.332084737,12.453401089,76.61534919,12.866634685
2687,9.12957305551E+017,2957305551000000,2922000600000000,Karnataka,Mandya,Maddur,76.896217353,12.416347428,77.135643187,12.804473519
2688,9.12957305552E+017,2957305552000000,2922000700000000,Karnataka,Mandya,Malavalli,76.896713369,12.21922559,77.333710019,12.500141627
2689,9.1295730555E+017,2957305550000000,2922000500000000,Karnataka,Mandya,Mandya,76.708343774,12.435751305,77.014892869,12.751477782
2690,9.12957305547E+017,2957305547000000,2922000200000000,Karnataka,Mandya,Nagamangala,76.576995907,12.66130654,76.932419096,13.054320748
2691,9.12957305548E+017,2957305548000000,2922000300000000,Karnataka,Mandya,Pandavapura,76.500313151,12.41999305,76.797859376,12.725316746
2692,9.12957305549E+017,2957305549000000,2922000400000000,Karnataka,Mandya,Shrirangapattana,76.557304331,12.302344362,76.906082508,12.499917481
2693,9.12957705573E+017,2957705573000000,2926000500000000,Karnataka,Mysore,Heggadadevankote,76.113678136,11.738032577,76.544471774,12.287741952
2694,9.1295770557E+017,2957705570000000,2926000200000000,Karnataka,Mysore,Hunsur,76.089675953,12.122661067,76.519317516,12.427406745
2695,9.12957705571E+017,2957705571000000,2926000300000000,Karnataka,Mysore,Krishnarajanagara,76.135040488,12.392827439,76.502258443,12.656522003
2696,9.12957705572E+017,2957705572000000,2926000400000000,Karnataka,Mysore,Mysore,76.45897701,12.123203773,76.839310073,12.451823725
2697,9.12957705574E+017,2957705574000000,2926000600000000,Karnataka,Mysore,Nanjangud,76.436126782,11.856555506,76.939483815,12.234062685
2698,9.12957705569E+017,2957705569000000,2926000100000000,Karnataka,Mysore,Piriyapatna,75.911255126,12.216565528,76.242004854,12.575275862
2699,9.12957705575E+017,2957705575000000,2926000700000000,Karnataka,Mysore,Tirumakudal - Narsipur,76.787582793,12.098530799,77.13491091,12.441833417
2700,9.1295590546E+017,2955905460000000,2906000200000000,Karnataka,Raichur,Devadurga,76.657725909,16.176662965,77.231230632,16.560407629
2701,9.12955905459E+017,2955905459000000,2906000100000000,Karnataka,Raichur,Lingsugur,76.234329266,15.850027651,76.796332189,16.364832379
2702,9.12955905462E+017,2955905462000000,2906000400000000,Karnataka,Raichur,Manvi,76.6458193,15.847932171,77.287433301,16.225443748
2703,9.12955905461E+017,2955905461000000,2906000300000000,Karnataka,Raichur,Raichur,77.157913409,15.9269404392,77.5977141848,16.419131013
2704,9.12955905463E+017,2955905463000000,2906000500000000,Karnataka,Raichur,Sindhnur,76.412948734,15.546466814,77.0325029802,15.994463009
2705,9.12958405607E+017,2958405607000000,2921000700000000,Karnataka,Ramanagara,Channapatna,77.073310803,12.462088042,77.327308985,12.800617655
2706,9.12958405608E+017,2958405608000000,2921000800000000,Karnataka,Ramanagara,Kanakapura,77.226196329,12.245100405,77.635269241,12.799979199
2707,9.12958405605E+017,2958405605000000,2921000500000000,Karnataka,Ramanagara,Magadi,77.071517909,12.821007353,77.348915419,13.194843758
2708,9.12958405606E+017,2958405606000000,2921000600000000,Karnataka,Ramanagara,Ramanagara,77.141220455,12.575409356,77.485733104,12.877278774
2709,9.12956805521E+017,2956805521000000,2915000700000000,Karnataka,Shimoga,Bhadravati,75.593574549,13.701862305,75.879852444,14.109162085
2710,9.12956805518E+017,2956805518000000,2915000400000000,Karnataka,Shimoga,Hosanagara,74.840019771,13.610579907,75.374076959,14.104366721
2711,9.12956805515E+017,2956805515000000,2915000100000000,Karnataka,Shimoga,Sagar,74.626587481,13.859242081,75.295464189,14.344259481
2712,9.12956805517E+017,2956805517000000,2915000300000000,Karnataka,Shimoga,Shikarpur,75.150284146,14.102299152,75.536293603,14.516594255
2713,9.1295680552E+017,2956805520000000,2915000600000000,Karnataka,Shimoga,Shimoga,75.268799261,13.729855861,75.73780842,14.133856279
2714,9.12956805516E+017,2956805516000000,2915000200000000,Karnataka,Shimoga,Sorab,74.877777571,14.219567735,75.296898037,14.653700262
2715,9.12956805519E+017,2956805519000000,2915000500000000,Karnataka,Shimoga,Tirthahalli,75.034790361,13.460000487,75.515549159,13.928319488
2716,9.12957105532E+017,2957105532000000,2918000100000000,Karnataka,Tumkur,Chiknayakanhalli,76.354087987,13.314461245,76.763214133,13.733717685
2717,9.12957105538E+017,2957105538000000,2918000700000000,Karnataka,Tumkur,Gubbi,76.699348402,13.092075098,77.006080971,13.595049962
2718,9.12957105536E+017,2957105536000000,2918000500000000,Karnataka,Tumkur,Koratagere,77.02651998,13.32130265,77.393463054,13.623601729
2719,9.12957105541E+017,2957105541000000,2918001000000000,Karnataka,Tumkur,Kunigal,76.823638964,12.746134538,77.168724395,13.132960736
2720,9.12957105535E+017,2957105535000000,2918000400000000,Karnataka,Tumkur,Madhugiri,77.011024576,13.580948375,77.4707290606,13.9252667429
2721,9.12957105534E+017,2957105534000000,2918000300000000,Karnataka,Tumkur,Pavagada,77.002159206,13.8881679974,77.5179587007,14.3450901232
2722,9.12957105533E+017,2957105533000000,2918000200000000,Karnataka,Tumkur,Sira,76.681709194,13.48783995,77.053161606,14.0926712335
2723,9.12957105539E+017,2957105539000000,2918000800000000,Karnataka,Tumkur,Tiptur,76.34642031,13.068885381,76.726646629,13.434368794
2724,9.12957105537E+017,2957105537000000,2918000600000000,Karnataka,Tumkur,Tumkur,76.965011677,13.109116405,77.312423722,13.549135158
2725,9.1295710554E+017,2957105540000000,2918000900000000,Karnataka,Tumkur,Turuvekere,76.516662911,13.000934182,76.917480622,13.308617453
2726,9.12956905524E+017,2956905524000000,2916000300000000,Karnataka,Udupi,Karkal,74.822563715,13.095825137,75.199814324,13.524048243
2727,9.12956905522E+017,2956905522000000,2916000100000000,Karnataka,Udupi,Kundapura,74.582352632,13.479642777,75.07573746,13.984837884
2728,9.12956905523E+017,2956905523000000,2916000200000000,Karnataka,Udupi,Udupi,74.678581759,13.086631004,74.957069951,13.569697788
2729,9.12956305484E+017,2956305484000000,2910000700000000,Karnataka,Uttara Kannada,Ankola,74.251521072,14.525702262,74.703119141,14.859862536
2730,9.12956305488E+017,2956305488000000,2910001100000000,Karnataka,Uttara Kannada,Bhatkal,74.477966941,13.926347677,74.677490673,14.16292202
2731,9.1295630548E+017,2956305480000000,2910000300000000,Karnataka,Uttara Kannada,Haliyal,74.563986772,15.07328229,74.908997018,15.416296911
2732,9.12956305487E+017,2956305487000000,2910001000000000,Karnataka,Uttara Kannada,Honavar,74.410123023,14.11119337,74.749389992,14.428541419
2733,9.12956305478E+017,2956305478000000,2910000100000000,Karnataka,Uttara Kannada,Karwar,74.087990656,14.719736032,74.529701972,15.048027077
2734,9.12956305485E+017,2956305485000000,2910000800000000,Karnataka,Uttara Kannada,Kumta,74.294296968,14.333820363,74.696461855,14.610604784
2735,9.12956305482E+017,2956305482000000,2910000500000000,Karnataka,Uttara Kannada,Mundgod,74.864817348,14.692062592,75.105987792,15.080904921
2736,9.12956305486E+017,2956305486000000,2910000900000000,Karnataka,Uttara Kannada,Siddapur,74.61691814,14.214061689,74.978653181,14.558242562
2737,9.12956305483E+017,2956305483000000,2910000600000000,Karnataka,Uttara Kannada,Sirsi,74.564292101,14.465361596,75.062462184,14.832757846
2738,9.12956305479E+017,2956305479000000,2910000200000000,Karnataka,Uttara Kannada,Supa,74.249749063,14.882136809,74.639175364,15.527248692
2739,9.12956305481E+017,2956305481000000,2910000400000000,Karnataka,Uttara Kannada,Yellapur,74.422309896,14.731070343,74.944714649,15.152028734
2740,9.12958005588E+017,2958005588000000,2904000900000000,Karnataka,Yadgir,Shahpur,76.618453042,16.401674262,77.2912378373,16.896515763
2741,9.12958005587E+017,2958005587000000,2904000800000000,Karnataka,Yadgir,Shorapur,76.293037296,16.191392881,76.883785436,16.769490449
2742,9.12958005589E+017,2958005589000000,2904001000000000,Karnataka,Yadgir,Yadgir,76.983930226,16.4726858954,77.4765418486,16.961185478
2743,9.13259805674E+017,3259805674000000,3211000200000000,Kerla,Alappuzha,Ambalappuzha,76.30599258,9.305266616,76.412010458,9.600138082
2744,9.13259805677E+017,3259805677000000,3211000500000000,Kerla,Alappuzha,Chengannur,76.490852364,9.224264003,76.694038562,9.354477987
2745,9.13259805673E+017,3259805673000000,3211000100000000,Kerla,Alappuzha,Cherthala,76.280220296,9.588533681,76.395836337,9.891320876
2746,9.13259805676E+017,3259805676000000,3211000400000000,Kerla,Alappuzha,Karthikappally,76.386909435,9.122162705,76.54354873,9.351718075
2747,9.13259805675E+017,3259805675000000,3211000300000000,Kerla,Alappuzha,Kuttanad,76.363166894,9.337896508,76.52368919,9.559875514
2748,9.13259805678E+017,3259805678000000,3211000600000000,Kerla,Alappuzha,Mavelikkara,76.489883487,9.10797225,76.686340399,9.307647661
2749,9.13259505658E+017,3259505658000000,3208000200000000,Kerla,Ernakulam,Aluva,76.311775666,10.038545728,76.689262337,10.302776316
2750,9.13259505661E+017,3259505661000000,3208000500000000,Kerla,Ernakulam,Kanayannur,76.23725889,9.823257757,76.471908723,10.077982777
2751,9.1325950566E+017,3259505660000000,3208000400000000,Kerla,Ernakulam,Kochi,76.16824346,9.789650213,76.298385608,10.180325571
2752,9.13259505663E+017,3259505663000000,3208000700000000,Kerla,Ernakulam,Kothamangalam,76.554229648,9.982462974,77.088172933,10.286556634
2753,9.13259505657E+017,3259505657000000,3208000100000000,Kerla,Ernakulam,Kunnathunad,76.355445852,9.912814137,76.643463384,10.200254312
2754,9.13259505662E+017,3259505662000000,3208000600000000,Kerla,Ernakulam,Muvattupuzha,76.422805852,9.800907472,76.718490512,10.057717909
2755,9.13259505659E+017,3259505659000000,3208000300000000,Kerla,Ernakulam,Paravur,76.184448554,10.04590345,76.346786641,10.207507443
2756,9.13259605664E+017,3259605664000000,3209000100000000,Kerla,Idukki,Devikulam,76.831871374,9.949546335,77.294593687,10.35608043
2757,9.13259605667E+017,3259605667000000,3209000400000000,Kerla,Idukki,Peerumade,76.866112153,9.272433127,77.412674033,9.828170365
2758,9.13259605666E+017,3259605666000000,3209000300000000,Kerla,Idukki,Thodupuzha,76.630981669,9.719910791,76.986595051,10.036121774
2759,9.13259605665E+017,3259605665000000,3209000200000000,Kerla,Idukki,Udumbanchola,76.966598602,9.636821061,77.276153303,10.08350094
2760,9.13258905633E+017,3258905633000000,3202000200000000,Kerla,Kannur,Kannur,75.22145118,11.775049068,75.520737148,12.154477385
2761,9.13258905632E+017,3258905632000000,3202000100000000,Kerla,Kannur,Taliparamba,75.171440411,11.918157906,75.721778958,12.301157919
2762,9.13258905634E+017,3258905634000000,3202000300000000,Kerla,Kannur,Thalassery,75.458114703,11.674910697,75.93710357,12.084912273
2763,9.13258805631E+017,3258805631000000,3201000200000000,Kerla,Kasaragod,Hosdurg,75.004402549,12.061632531,75.432937932,12.503375072
2764,9.1325880563E+017,3258805630000000,3201000100000000,Kerla,Kasaragod,Kasaragod,74.863007146,12.417768354,75.330055523,12.795696284
2765,9.13260005684E+017,3260005684000000,3213000100000000,Kerla,Kollam,Karunagappally,76.462737963,8.930464492,76.605819747,9.137044078
2766,9.13260005688E+017,3260005688000000,3213000500000000,Kerla,Kollam,Kollam,76.542793242,8.783472321,76.794548405,9.026808876
2767,9.13260005687E+017,3260005687000000,3213000400000000,Kerla,Kollam,Kottarakkara,76.67332482,8.761784523,77.034546027,9.090040352
2768,9.13260005685E+017,3260005685000000,3213000200000000,Kerla,Kollam,Kunnathur,76.561851492,8.99897553,76.724136409,9.150174093
2769,9.13260005686E+017,3260005686000000,3213000300000000,Kerla,Kollam,Pathanapuram,76.767357244,8.76736667,77.26500709,9.172730625
2770,9.13259705671E+017,3259705671000000,3210000400000000,Kerla,Kottayam,Changanassery,76.4912037,9.40129579,76.753509841,9.576649922
2771,9.13259705672E+017,3259705672000000,3210000500000000,Kerla,Kottayam,Kanjirappally,76.709045668,9.418749022,76.986938642,9.672083418
2772,9.1325970567E+017,3259705670000000,3210000300000000,Kerla,Kottayam,Kottayam,76.415222177,9.492520112,76.728630241,9.704100616
2773,9.13259705668E+017,3259705668000000,3210000100000000,Kerla,Kottayam,Meenachil,76.515701324,9.595910117,76.911438144,9.858694041
2774,9.13259705669E+017,3259705669000000,3210000200000000,Kerla,Kottayam,Vaikom,76.372948036,9.644357159,76.56792446,9.852478198
2775,9.1325910564E+017,3259105640000000,3204000300000000,Kerla,Kozhikode,Kozhikode,75.739464345,11.125232413,76.144653544,11.543191435
2776,9.13259105639E+017,3259105639000000,3204000200000000,Kerla,Kozhikode,Quilandy,75.593399391,11.353500038,75.978401324,11.669106666
2777,9.13259105638E+017,3259105638000000,3204000100000000,Kerla,Kozhikode,Vadakara,75.529106711,11.526854946,75.916153152,11.804056018
2778,9.13259205641E+017,3259205641000000,3205000100000000,Kerla,Malappuram,Ernad,75.860382132,11.024880873,76.2892077,11.338526291
2779,9.13259205642E+017,3259205642000000,3205000200000000,Kerla,Malappuram,Nilambur,76.09204872,11.075952971,76.549743807,11.526113047
2780,9.13259205643E+017,3259205643000000,3205000300000000,Kerla,Malappuram,Perinthalmanna,76.054092632,10.886423629,76.371337939,11.095422162
2781,9.13259205646E+017,3259205646000000,3205000600000000,Kerla,Malappuram,Ponnani,75.91494802,10.686798654,76.070839101,10.863183565
2782,9.13259205644E+017,3259205644000000,3205000400000000,Kerla,Malappuram,Tirur,75.860435635,10.791687816,76.13127131,11.038735995
2783,9.13259205645E+017,3259205645000000,3205000500000000,Kerla,Malappuram,Tirurangadi,75.829002385,10.964564735,76.05319982,11.179570611
2784,9.13259305651E+017,3259305651000000,3206000500000000,Kerla,Palakkad,Alathur,76.404113942,10.432713736,76.656395286,10.787646489
2785,9.1325930565E+017,3259305650000000,3206000400000000,Kerla,Palakkad,Chittur,76.54146606,10.335661978,76.909065368,10.817470372
2786,9.13259305648E+017,3259305648000000,3206000200000000,Kerla,Palakkad,Mannarkad,76.286529547,10.876887608,76.803978111,11.239804488
2787,9.13259305647E+017,3259305647000000,3206000100000000,Kerla,Palakkad,Ottappalam,76.027267886,10.705449526,76.52170607,10.967939995
2788,9.13259305649E+017,3259305649000000,3206000300000000,Kerla,Palakkad,Palakkad,76.446914694,10.681785994,76.856430112,10.930665494
2789,9.13259905683E+017,3259905683000000,3212000500000000,Kerla,Pathanamthitta,Adoor,76.640961005,9.07421567,76.965965422,9.239307484
2790,9.13259905682E+017,3259905682000000,3212000400000000,Kerla,Pathanamthitta,Kozhenchery,76.638915992,9.070266578,77.269264338,9.36061657
2791,9.1325990568E+017,3259905680000000,3212000200000000,Kerla,Pathanamthitta,Mallappally,76.591286026,9.375508136,76.796272622,9.482585368
2792,9.13259905681E+017,3259905681000000,3212000300000000,Kerla,Pathanamthitta,Ranni,76.710472486,9.188578488,77.28456872,9.492769325
2793,9.13259905679E+017,3259905679000000,3212000100000000,Kerla,Pathanamthitta,Thiruvalla,76.476417701,9.31985175,76.723061045,9.437529686
2794,9.13260105689E+017,3260105689000000,3214000100000000,Kerla,Thiruvananthapuram,Chirayinkeezhu,76.679550234,8.621076715,76.934967423,8.860820796
2795,9.1326010569E+017,3260105690000000,3214000200000000,Kerla,Thiruvananthapuram,Nedumangad,76.871360742,8.500967936,77.246849016,8.845633449
2796,9.13260105692E+017,3260105692000000,3214000400000000,Kerla,Thiruvananthapuram,Neyyattinkara,76.972526498,8.292717117,77.284095868,8.618515282
2797,9.13260105691E+017,3260105691000000,3214000300000000,Kerla,Thiruvananthapuram,Thiruvananthapuram,76.801849693,8.388056953,77.041732655,8.675836427
2798,9.13259405653E+017,3259405653000000,3207000200000000,Kerla,Thrissur,Chavakkad,75.954742596,10.345474722,76.138298404,10.696767666
2799,9.13259405655E+017,3259405655000000,3207000400000000,Kerla,Thrissur,Kodungallur,76.109756713,10.188295283,76.279197706,10.404991306
2800,9.13259405656E+017,3259405656000000,3207000500000000,Kerla,Thrissur,Mukundapuram,76.146576092,10.175025782,76.904525978,10.485390113
2801,9.13259405652E+017,3259405652000000,3207000100000000,Kerla,Thrissur,Talappilly,76.010353413,10.576170504,76.479957961,10.784311471
2802,9.13259405654E+017,3259405654000000,3207000300000000,Kerla,Thrissur,Thrissur,76.084770626,10.386816641,76.480491611,10.62935908
2803,9.13259005635E+017,3259005635000000,3203000100000000,Kerla,Wayanad,Mananthavady,75.777214437,11.680230809,76.121505891,11.977613408
2804,9.13259005636E+017,3259005636000000,3203000200000000,Kerla,Wayanad,Sulthanbathery,76.075492864,11.550257339,76.443550154,11.87092699
2805,9.13259005637E+017,3259005637000000,3203000300000000,Kerla,Wayanad,Vythiri,75.897804779,11.449985451,76.250450332,11.743544748
2806,9.12346503713E+017,2346503713000000,2324000700000000,Madhya Pradesh,Alirajpur,Alirajpur,74.030655636,21.922436612,74.605682994,22.576439954
2807,9.12346503711E+017,2346503711000000,2324000500000000,Madhya Pradesh,Alirajpur,Bhavra,74.214134775,22.471771022,74.481339096,22.647698451
2808,9.12346503712E+017,2346503712000000,2324000600000000,Madhya Pradesh,Alirajpur,Jobat,74.320847067,22.267006768,74.746635751,22.607340836
2809,9.12346103694E+017,2346103694000000,2316000600000000,Madhya Pradesh,Anuppur,Anuppur,81.54045393,23.000123512,82.161582947,23.420000076
2810,9.12346103695E+017,2346103695000000,2316000700000000,Madhya Pradesh,Anuppur,Jaithari,81.644121781,22.875633124,81.950004504,23.146253237
2811,9.12346103693E+017,2346103693000000,2316000500000000,Madhya Pradesh,Anuppur,Kotma,81.908245571,23.186379182,82.197547913,23.395116806
2812,9.12346103696E+017,2346103696000000,2316000800000000,Madhya Pradesh,Anuppur,Pushparajgarh,81.124923707,22.643701331,81.797691011,23.326059281
2813,9.12345903686E+017,2345903686000000,2307000400000000,Madhya Pradesh,Ashoknagar,Ashoknagar,77.476139395,24.300182301,77.898159991,24.679833981
2814,9.12345903685E+017,2345903685000000,2307000200000000,Madhya Pradesh,Ashoknagar,Chanderi,77.839956618,24.493510213,78.276062031,24.853531867
2815,9.12345903684E+017,2345903684000000,2307000100000000,Madhya Pradesh,Ashoknagar,Isagarh,77.540946882,24.622346601,78.017074807,24.998055999
2816,9.12345903688E+017,2345903688000000,2307000600000000,Madhya Pradesh,Ashoknagar,Mungaoli,77.75049092,24.229058618,78.275749218,24.58674886
2817,9.12345903687E+017,2345903687000000, ,Madhya Pradesh,Ashoknagar,Shadhora,77.476280177,24.487433034,77.675670956,24.853460355
2818,9.12345703674E+017,2345703674000000,2345000500000000,Madhya Pradesh,Balaghat,Baihar,80.425420213,21.530371108,81.047554016,22.395729065
2819,9.12345703672E+017,2345703672000000,2345000300000000,Madhya Pradesh,Balaghat,Balaghat,80.034988403,21.706559708,80.389193478,22.347091675
2820,9.12345703667E+017,2345703667000000,2345000100000000,Madhya Pradesh,Balaghat,Katangi,79.657676698,21.702102728,79.932001179,21.87697338
2821,9.1234570367E+017,2345703670000000, ,Madhya Pradesh,Balaghat,Khairlanji,79.786771058,21.521039962,80.198635464,21.734320085
2822,9.12345703673E+017,2345703673000000,2345000400000000,Madhya Pradesh,Balaghat,Kirnapur,80.17632507,21.521848592,80.575834007,21.838011069
2823,9.12345703671E+017,2345703671000000, ,Madhya Pradesh,Balaghat,Lalbarra,79.831104431,21.79152448,80.180240355,22.081264494
2824,9.12345703676E+017,2345703676000000,2345000600000000,Madhya Pradesh,Balaghat,Lanji,80.372706519,21.317930222,80.737739563,21.732888754
2825,9.12345703675E+017,2345703675000000, ,Madhya Pradesh,Balaghat,Paraswada,80.215442053,21.820373554,80.64679718,22.343099593
2826,9.12345703668E+017,2345703668000000, ,Madhya Pradesh,Balaghat,Tirodi,79.511871341,21.540851591,79.864431791,21.734362623
2827,9.12345703669E+017,2345703669000000,2345000200000000,Madhya Pradesh,Balaghat,Waraseoni,79.89199065,21.624769027,80.196865725,21.866840796
2828,9.12344103557E+017,2344103557000000, ,Madhya Pradesh,Barwani,Anjad,75.008591104,21.956353982,75.269226346,22.102985433
2829,9.12344103554E+017,2344103554000000,2328000100000000,Madhya Pradesh,Barwani,Barwani,74.676804064,21.716460882,75.092125403,22.084409867
2830,9.1234410356E+017,2344103560000000,2328000500000000,Madhya Pradesh,Barwani,Niwali,74.827476813,21.563900896,75.127907258,21.806689143
2831,9.12344103559E+017,2344103559000000,2328000400000000,Madhya Pradesh,Barwani,Pansemal,74.499710503,21.606510407,74.866592679,21.864177393
2832,9.12344103555E+017,2344103555000000, ,Madhya Pradesh,Barwani,Pati,74.432160021,21.769788259,74.971763868,22.048070994
2833,9.12344103558E+017,2344103558000000,2328000300000000,Madhya Pradesh,Barwani,Rajpur,74.923904926,21.731508314,75.35538481,21.992716109
2834,9.12344103561E+017,2344103561000000,2328000600000000,Madhya Pradesh,Barwani,Sendhwa,75.031906377,21.526475893,75.50485986,21.814088349
2835,9.12344103556E+017,2344103556000000,2328000200000000,Madhya Pradesh,Barwani,Thikri,75.197235327,21.956230034,75.457588476,22.132235699
2836,9.12344103562E+017,2344103562000000, ,Madhya Pradesh,Barwani,Varla,75.058144081,21.379489636,75.529396416,21.59189795
2837,9.12344703605E+017,2344703605000000,2335000500000000,Madhya Pradesh,Betul,Amla,78.011580632,21.83041938,78.519849604,22.12513705
2838,9.12344703599E+017,2344703599000000, ,Madhya Pradesh,Betul,Athner,77.669830606,21.362881525,78.016137588,21.742974679
2839,9.123447036E+017,2344703600000000,2335000200000000,Madhya Pradesh,Betul,Betul,77.631492611,21.690599852,78.121736583,22.058856028
2840,9.12344703598E+017,2344703598000000,2335000100000000,Madhya Pradesh,Betul,Bhainsdehi,77.049075139,21.367446011,77.81584619,22.057715877
2841,9.12344703601E+017,2344703601000000, ,Madhya Pradesh,Betul,Chicholi,77.356399572,21.931498114,77.783246997,22.354633327
2842,9.12344703602E+017,2344703602000000, ,Madhya Pradesh,Betul,Ghoda Dongri,77.758535384,21.996740067,78.304092398,22.404654558
2843,9.12344703604E+017,2344703604000000,2335000400000000,Madhya Pradesh,Betul,Multai,77.930259058,21.421154067,78.570304706,21.909834912
2844,9.12344703603E+017,2344703603000000,2335000300000000,Madhya Pradesh,Betul,Shahpur,77.571943228,22.036595013,77.981846701,22.356079099
2845,9.12342003391E+017,2342003391000000,2303000100000000,Madhya Pradesh,Bhind,Ater,78.514587106,26.622170392,78.921508928,26.791582838
2846,9.12342003392E+017,2342003392000000,2303000200000000,Madhya Pradesh,Bhind,Bhind,78.595222583,26.376853522,79.135329623,26.701791887
2847,9.12342003395E+017,2342003395000000,2303000400000000,Madhya Pradesh,Bhind,Gohad,78.212097468,26.154155577,78.759437694,26.588312188
2848,9.12342003394E+017,2342003394000000, ,Madhya Pradesh,Bhind,Gormi,78.377655155,26.461614946,78.634079302,26.68831867
2849,9.12342003398E+017,2342003398000000,2303000700000000,Madhya Pradesh,Bhind,Lahar,78.774406566,25.902242837,79.028983896,26.253409878
2850,9.12342003393E+017,2342003393000000,2303000300000000,Madhya Pradesh,Bhind,Mehgaon,78.502708561,26.261817751,78.883346841,26.542141888
2851,9.12342003397E+017,2342003397000000,2303000600000000,Madhya Pradesh,Bhind,Mihona,78.804847963,26.204240538,79.142196555,26.35116339
2852,9.12342003396E+017,2342003396000000,2303000500000000,Madhya Pradesh,Bhind,Ron,78.820335311,26.297837739,79.11130525,26.447254355
2853,9.1234440358E+017,2344403580000000,2332000100000000,Madhya Pradesh,Bhopal,Berasia,77.169464159,23.433352895,77.650795252,23.893831042
2854,9.12344403581E+017,2344403581000000,2332000200000000,Madhya Pradesh,Bhopal,Huzur,77.179183917,23.087528907,77.629706842,23.451419174
2855,9.12346703719E+017,2346703719000000,2329000400000000,Madhya Pradesh,Burhanpur,Burhanpur_E(New),75.991859466,21.071945141,76.473991268,21.435957361
2856,9.1234670372E+017,2346703720000000, ,Madhya Pradesh,Burhanpur,Khaknar,76.323898503,21.142344951,76.793861628,21.572598572
2857,9.12346703721E+017,2346703721000000,2329000500000000,Madhya Pradesh,Burhanpur,Nepanagar,75.948509094,21.300312794,76.704765122,21.598348467
2858,9.12342503431E+017,2342503431000000,2309000600000000,Madhya Pradesh,Chhatarpur,Bada Malhera,79.167933969,24.40847969,79.463911936,24.746047841
2859,9.12342503433E+017,2342503433000000,2309000700000000,Madhya Pradesh,Chhatarpur,Bijawar,79.309104116,24.347045897,79.902877808,24.7904714
2860,9.12342503434E+017,2342503434000000, ,Madhya Pradesh,Chhatarpur,Buxwaha,79.046974185,24.096363066,79.482942002,24.517438972
2861,9.12342503426E+017,2342503426000000, ,Madhya Pradesh,Chhatarpur,Chandla,79.975817632,24.930469512,80.302915876,25.187665014
2862,9.12342503429E+017,2342503429000000,2309000400000000,Madhya Pradesh,Chhatarpur,Chhatarpur,79.307763053,24.725020458,79.756342008,25.035510887
2863,9.12342503424E+017,2342503424000000,2309000100000000,Madhya Pradesh,Chhatarpur,Gaurihar,79.987659833,25.062382727,80.431816101,25.421484816
2864,9.12342503432E+017,2342503432000000, ,Madhya Pradesh,Chhatarpur,Ghuwara,78.988731387,24.365650176,79.233330488,24.627779006
2865,9.12342503425E+017,2342503425000000,2309000200000000,Madhya Pradesh,Chhatarpur,Laundi,79.850486755,25.041147803,80.116762344,25.264678954
